indice_insertion;indice_effort
13.021;7.85
20.045;8.088
22.195;14.344
20.88;8.88
15.456;6.687
15.742;5.802
4.063;2.09
17.744;10.435
18.203;10.072
40.796;10.075
14.026;3.698
13.823;8.559
17.194;35.686
18.336;14.161
28.357;16.73
31.949;12.299
10.031;4.175
13.131;10.736
13.865;3.474
20.299;5.293
13.837;37.186
12.925;5.937
21.195;18.495
37.388;12.307
18.316;20.093
12.661;4.268
12.129;9.532
26.244;5.852
16.826;20.994
10.65;0.533
17.058;13.094
40.055;28.165
21.791;6.21
21.486;12.09
22.873;26.107
44.96;5.851
9.893;5.319
20.335;8.548
21.399;14.552
29.581;14.278
16.971;14.742
18.437;9.889
20.652;22.708
28.617;12.757
14.213;9.48
17.485;8.438
16.043;11.194
23.134;6.938
21.406;19.486
24.576;5.855
32.702;13.191
11.206;1.898
30.726;11.958
20.097;8.915
15.629;6.589
28.301;7.37
24.699;6.17
45.167;5.302
15.313;8.414
14.943;8.78
17.327;6.845
27.42;11.917
12.903;4.459
20.277;9.739
33.338;8.838
17.968;7.717
37.923;10.596
11.736;5.331
26.544;8.492
11.839;2.376
39.311;13.755
13.959;6.224
25.686;17.41
17.211;5.42
30.729;7.653
16.432;29.902
17.927;20.298
38.26;8.627
15.878;19.799
15.521;31.932
22.034;5.356
9.824;6.688
21.68;8.806
18.27;5.27
13.752;12.523
16.203;4.097
23.067;12.605
11.423;3.67
16.302;2.725
31.169;19.904
48.178;13.051
37.287;24.008
10.974;21.89
21.348;20.311
10.601;10.818
9.987;10.454
10.998;6.862
32.575;15.774
26.254;10.223
12.914;4.011
10.795;3.485
19.95;8.01
20.638;10.374
12.471;6.361
36.531;8.85
14.367;7.983
20.666;6.676
16.755;9.22
28.991;7.923
10.968;7.911
19.525;6.753
11.886;9.474
12.409;10.196
22.259;15.047
31.254;11.207
19.56;6.063
17.277;6.611
16.295;6.259
40.57;14.997
16.506;7.093
25.196;7.551
14.016;9.455
9.156;2.012
17.673;5.779
11.463;7.677
13.944;5.421
15.065;8.646
13.962;2.312
25.442;11.364
24.375;9.163
22.203;11.367
21.078;16.864
29.641;16.541
18.526;9.59
16.528;26.192
8.329;6.942
27.46;10.427
13.142;2.548
23.105;18.549
22.572;12.145
16.08;8.388
16.643;7.406
19.867;18.093
17.508;4.161
21.941;12.774
12.108;1.567
21.81;6.452
6.515;11.531
11.077;6.553
20.724;16.522
21.116;9.548
25.153;9.085
9.168;4.495
15.508;11.186
33.611;7.028
18.951;7.196
24.645;24.247
13.92;14.679
12.744;2.498
31.469;11.07
11.497;4.462
11.371;1.998
58.166;17.921
22.841;28.156
11.525;4.629
17.964;10.338
12.226;41.581
14.586;10.124
9.796;9.572
8.814;1.506
9.701;4.66
7.824;7.33
14.811;23.957
22.599;9.948
10.213;0
11.32;5.171
17.519;7.456
15.352;9.259
8.902;5.721
20.162;10.265
23.824;12.825
28.039;9.911
9.897;7.102
16.768;5.166
21.87;29.175
11.788;12.847
18.72;22.892
19.418;12.482
43.132;22.437
21.577;19.006
15.751;6.995
12.167;1.807
22.122;8.822
15.103;15.234
12.602;4.163
17.706;14.391
18.138;10.645
16.983;10.314
19.698;8.775
13.747;17.128
16.943;7.662
19.421;6.942
18.828;6.356
20.414;11.114
17.758;11.58
24.348;4.23
21.326;8.242
17.016;12.859
17.537;3.445
16.265;4.561
22.786;9.808
13.084;8.271
24.991;7.039
16.95;10.812
21.709;9.608
27.001;18.422
19.528;18.016
17.208;6.435
10.272;10.358
9.484;5.452
16.199;7.051
13.436;8.514
20.028;20.385
15.885;4.519
11.728;6.897
19.333;13.716
17.249;14.633
11.903;17.096
16.168;6.763
50.184;16.162
20.81;13.384
12.886;7.685
20.819;9.99
28.212;5.832
22.607;10.7
16.485;14.167
23.414;11.327
12.838;7.326
13.852;3.226
30.641;8.42
18.818;17.982
14.376;9.574
9.024;14.379
10.161;4.249
8.772;4.058
13.415;9.449
19.97;5.39
25.199;10.532
19.05;11.206
20.955;2.378
21.642;8.107
15.914;4.098
23.589;11.126
28.499;6.248
27.682;18.809
10.22;7.899
17.376;11.027
17.153;12.594
29.815;7.608
20.447;7.267
24.695;6.765
18.368;6.308
20.8;5.474
9.785;10.378
14.738;6.655
24.611;4.582
22.387;19.641
37.733;17.659
12.915;6.932
19.182;19.723
26.532;11.427
17.672;8.819
21.421;6.172
24.098;11.213
19.657;8.896
13.381;4.796
11.583;3.962
17.239;10.022
14.55;37.718
13.382;4.709
15.589;10.286
5.581;3.971
19.064;11.518
22.901;11.561
12.662;6.78
13.919;9.368
17.149;10.68
26.621;10.348
9.171;5.586
14.969;7.199
16.9;9.377
20.722;12.885
18.467;10.946
12.983;6.563
14.912;12.863
26.389;5.035
10.545;6.655
16.234;8.006
22.705;13.825
26.334;19.662
25.415;4.686
19.702;13.819
18.535;8.109
27.253;18.899
17.765;10.66
19.936;2.94
13.221;7.24
11.496;6.333
20.465;8.011
15.293;5.759
23.567;8.524
12.978;4.616
21.202;6.928
11.984;5.271
15.846;2.506
13.151;4.581
17.903;7.447
20.473;9.203
19.206;7.452
33.21;5.219
21.145;10.481
13.429;7.645
15.481;8.253
21.274;8.276
22.109;24.395
14.019;9.763
13.439;9.213
23.551;18.657
14.116;6.376
15.151;12.172
20.531;9.39
24.021;9.857
14.298;6.128
28.635;16.886
16.01;5.49
21.725;4.872
36.836;5.08
37.113;17.304
48.736;27.799
16.523;12.05
24.765;27.177
18.558;10.833
25.531;8.392
18.536;5.474
25.155;7.129
18.299;9.466
8.051;6.568
20.678;4.912
15.35;37.383
25.503;9.132
10.681;13.164
14.786;4.463
26.621;10.051
11.13;8.527
15.732;6.546
21.854;15.481
22.731;14.725
10.599;12.09
21.724;9.746
18.049;4.874
30.835;9.77
13.96;4.44
14.381;7.384
17.479;11.546
12.378;8.196
21.526;8.678
25.628;7.31
22.308;11.455
29.035;17.987
17.854;13.902
22.446;10.925
14.594;6.105
20.993;8.106
20.888;12.852
18.233;5.512
20.05;24.295
28.748;17.281
17.638;26.981
17.861;6.402
20.785;15.708
14.481;50.871
37.297;23.861
9.483;4.787
22.87;3.762
18.807;8.212
27.275;19.701
22.784;7.2
24.72;6.699
22.456;9.15
30.011;14.885
20.681;20.679
13.551;6.145
12.375;3.9
12.508;5.463
15.283;7.06
24.266;9.727
20.443;5.195
20.401;8.878
21.718;16.434
22.011;5.904
15.88;9.842
20.591;13.496
20.95;13.582
20.325;31.301
12.533;3.554
14.175;6.316
25.861;7.614
17.959;10.818
46.248;11.198
9.336;5.368
45.076;9.788
14.6;9.664
26.04;16.229
24.113;11.358
18.25;7.397
27.31;13.019
20.156;13.66
23.183;8.222
11.938;5.373
9.205;6.611
16.574;6
8.188;2.047
14.404;13.569
12.252;7.071
17.369;8.213
17.689;4.181
10.552;3.781
22.283;9.244
18.203;12.45
15.667;18.21
17.423;9.658
19.787;18.527
12.335;6.898
33.866;21.86
11.704;24.628
24.75;31.655
13.644;4.108
18.003;10.71
10.451;40.533
22.194;8.539
11.801;5.343
21.738;10.821
24.454;3.7
19.028;10.324
16.381;8.682
21.844;2.497
18.482;7.683
15.26;11.319
25.2;23.259
19.302;15.467
23.137;4.249
29.137;13.083
8.22;8.543
22.584;5.584
20.983;13.73
40.221;21.699
8.939;3.092
16.816;16.378
18.244;27.331
15.11;8.252
35.392;14.527
14.13;16.189
26.244;16.063
22.312;7.798
24.941;10.226
25.444;10.571
19.397;17.656
14.791;7.522
24.417;16.695
20.668;6.919
19.353;4.368
26.317;16.256
15.894;10.098
20.511;16.835
16.509;6.912
19.599;10.346
12.015;3.755
18.5;11.56
22.774;7.934
28.624;17.551
29.74;12.235
16.427;9.98
26.274;12.138
38.434;17.005
29.205;11.006
27.526;12.789
16.273;3.95
30.34;13.29
15.242;7.809
34.665;9.044
27.392;5.644
21.27;0.643
12.761;3.933
18.267;11.151
27.209;15.926
11.162;10.162
12.097;1.092
14.976;3.706
15.686;18.198
26.028;8.523
14.723;5.456
25.274;11.985
15.289;3.894
12.846;11.001
9.176;1.673
12.678;1.34
50.195;13.91
15.541;7.115
10.18;1.808
21.214;18.203
13.71;6.581
25.132;10.999
18.852;6.182
12.474;13.889
17.192;16.752
35.036;6.458
17.163;7.712
18.049;16.031
17.331;5.202
21.322;10.172
13.476;10.736
30.897;14.259
19.802;7.253
24.467;13.858
18.304;25.364
30.359;8.018
18.52;7.378
29.265;10.078
27.071;7.702
4.136;1.368
23.993;4.597
18.55;9.836
19.328;31.534
15.566;6.747
13.293;5.478
10.05;4.535
25.949;12.328
16.452;7.764
14.612;5.011
30.587;22
14.294;7.633
14.461;6.136
12.287;3.736
29.935;23.181
25.167;20.441
13.188;5.376
16.191;10.654
29.724;26.786
20.789;23.862
22.559;15.922
22.985;7.256
13.961;6.057
20.538;19.967
20.114;10.87
32.639;16.266
42.859;16.548
10.918;3.805
12.099;7.051
17.469;6.444
29.555;11.265
24.749;22.927
27.237;14.647
33.812;2.393
13.3;19.053
15.06;11.587
13.537;5.123
15.918;6.81
22.013;12.512
20.319;14.914
12.233;8.109
15.194;6.528
13.299;7.809
13.358;9.576
22.286;12.048
16.507;14.337
29.93;16.031
22.249;49.88
15.618;10.852
19.699;22.187
9.811;5.4
35.64;14.783
22.005;6.327
29.657;10.075
20.081;18.781
13.811;11.849
8.427;9.697
21.084;1.722
36.031;20.21
52.713;13.202
14.028;22.957
31.718;22.076
14.476;13.847
32.152;21.245
17.766;9.345
10.383;4.829
10.604;6.016
18.65;18.52
16.95;19.374
25.092;12.477
27.115;56.338
16.281;11.133
13.46;2.53
17.612;15.903
12.274;10.812
14.819;4.237
14.924;17.566
26.676;19.041
28.032;14.39
32.458;14.896
14.907;7.365
30.325;15.265
18.279;8.973
13.051;3.999
19.382;3.652
20.149;10.058
18.266;11.392
23.794;12.941
22.01;11.199
13.563;5.245
25.998;23.27
24.457;26.016
58.591;29.334
18.456;11.978
16.567;9.659
23.168;8.749
22.978;10.177
17.206;9.302
30.59;14.64
27.75;5.341
17.104;6.749
22.942;11.438
19.017;9.124
15.091;7.459
16.663;8.654
24.015;21.497
13.644;8.691
18.424;11.384
12.176;5.193
29.948;14.343
19.514;14.197
23.706;9.273
15.549;5.613
19.143;11.08
23.232;9.783
19.604;15.584
17.904;5.987
35.231;14.615
17.17;5.237
13.94;13.766
26.852;32.031
28.834;5.002
9.565;2.642
16.571;6.367
33.872;4.942
18.19;13.04
12.539;4.973
19.947;7.036
27.951;16.984
26.55;11.62
22.422;12.699
18.43;9.791
9.847;3.794
17.306;7.918
19.82;12.799
37.422;21.53
48.719;11.287
15.156;9.571
26.918;15.072
2.165;2.892
18.81;4.858
16.582;9.461
9.831;6.071
24.494;8.097
7.938;1.601
7.537;0
10.534;1.982
28.484;28.397
21.448;19.222
35.434;15.574
18.949;17.056
15.756;11.3
19.838;6.788
22.032;15.688
9.603;5.837
22.813;21.571
12.182;2.386
32.904;28.097
47.177;47.991
17.568;10.573
16.842;17.064
27.849;8.066
37.18;16.856
20.965;8.317
26.145;0.213
12.189;10.563
19.935;13.916
15.449;11.482
18.538;21.228
22.912;9.476
20.962;4.106
19.619;44.898
18.905;22.727
36.7;19.84
30.33;13.348
10.092;7.962
16.884;4.925
13.887;7.086
25.808;10.459
26.568;14.778
19.973;7.913
12.774;7.599
20.669;7.163
38.754;5.234
28.515;30.303
38.745;7.132
22.838;26.395
22.652;4.819
25.31;11.575
25.082;13.985
6.508;1.003
13.011;5.846
32.509;17.204
14.8;8.093
13.256;6.964
16.296;8.417
22.943;6.49
4.197;2.37
33.34;10.279
17.861;10.661
16.402;7.043
30.601;11.184
11.425;3.87
15.128;6.173
11.76;4.117
27.502;16.218
31.951;11.251
11.812;9.865
19.61;5.768
13.23;6.599
10.12;3.527
34.572;7.03
57.96;18.872
30.492;22.982
16.967;16.541
11.838;12.045
12.201;8.174
23.371;17.292
19.998;7.797
20.139;25.029
57.354;26.216
9.537;6.761
7.359;5.587
12.776;4.348
17.232;8.448
24.525;11.802
21.945;5.09
16.782;6.962
14.453;6.267
39.242;8.784
25.598;16.76
16.789;9.706
25.37;5.394
13.84;5.738
10.713;3.32
16.323;7.564
18.359;4.11
37.627;14.539
22.578;6.318
13.592;5.368
12.574;7.756
33.254;15.185
19.92;18.097
25.198;20.332
33.444;5.867
13.271;8.182
15.211;6.175
26.545;9.924
21.366;11.712
28.588;8.33
12.811;11.881
24.891;11.452
23.896;6.848
36.24;7.896
37.648;12.57
31.467;16.111
18.657;11.776
26.944;7.279
15.898;5.44
17.115;6.977
28.136;20.766
26.533;10.967
12.977;6.513
10.739;6.798
28.231;16.784
6.717;1.048
20.125;18.281
13.612;7.235
23.793;11.184
26.467;6.984
15.318;5.764
25.472;10.635
17.401;10.733
16.902;6.086
17.598;2.372
21.296;15.584
27.169;13.768
18.453;14.813
9.271;2.198
18.731;4.031
9.497;7.273
15.548;10.61
14.458;8.109
17.612;5.85
16.821;7.402
15.992;5.82
23.241;8.338
20.964;8.887
24.769;3.785
13.319;4.736
12.013;2.723
16.359;6.482
31.194;4.954
23.107;7.942
19.801;13.821
17.224;14.041
35.894;30.542
10.383;11.701
24.825;11.964
28.703;12.585
24.547;3.023
18.459;12
13.438;6.205
21.689;10.516
28.361;11.094
24.49;12.493
28.278;11.509
14.27;19.888
33.466;19.043
32.101;12.174
11.915;7.395
14.608;5.46
20.724;13.578
15.664;6.985
17.689;16.455
20.578;21.426
11.83;24.079
16.163;7.545
12.147;6.812
15.128;10.214
21.12;27.247
20.266;20.562
14.835;26.23
24.123;12.424
8.033;28.188
21.576;6.388
21.84;9.482
17.271;8.387
17.563;20.139
51.807;12.001
19.948;30.475
22.077;13.881
22.851;10.631
14.514;4.803
20.126;11.516
16.57;3.799
19.61;15.917
36.549;20.48
44.85;18.965
23.005;14.646
36.256;4.263
24.57;4.321
38.951;26.224
13.841;20.487
26.988;16.205
11.899;6.662
38.584;8.067
28.747;5.255
22.069;15.148
27.824;4.829
35.047;18.684
9.525;40.998
23.283;9.608
17.499;12.032
37.923;11.838
23.702;11.181
22.601;7.987
33.367;24.51
24.559;26.271
17.985;13.119
47.014;12.703
18.537;10.192
18.884;5.065
17.9;9.628
37.785;10.665
20.426;9.947
43.896;9.728
21.056;9.512
17.685;3.239
18.138;12.316
6.512;1.879
24.103;10.101
36.662;12.248
22.706;10.859
10.499;7.489
19.222;10.608
22.162;8.445
17.086;3.276
12.108;4.007
18.63;4.843
29.247;10.101
20.533;3.937
17.322;10.125
18.12;10.44
19.894;13.687
22.369;6.358
17.26;21.72
10.579;2.751
25.607;15.127
19.379;9.779
24.094;15.342
21.939;8.443
16.565;6.393
17.912;12.706
23.025;8.327
29.963;6.121
18.067;5.19
24.055;15.977
15.502;6.837
21.503;14.73
18.124;10.009
13.417;2.938
12.957;5.578
21.092;12.248
17.4;7.396
12.112;5.707
17.134;10.998
11.529;3.086
21.626;26.103
14.135;5.164
14.423;7.593
25.631;14.609
15.536;14.312
11.171;8.559
20.868;15.106
16.403;8.869
10.153;6.954
24.546;8.954
28.028;8.529
12.615;8.517
26.618;10.385
20.069;14.78
23.467;17.904
16.851;10.605
20.85;10.07
32.097;14.824
15.039;7.468
11.142;8.227
35.327;14.152
16.961;8.011
18.438;8.56
16.55;9.283
13.866;6.723
19.048;20.162
14.629;22.899
18.378;5.082
19.005;11.573
42.996;14.105
32.372;11.177
13.542;12.449
22.373;5.698
19.508;10.337
11.581;4.568
13.28;11.243
17.175;9.132
14.763;14.01
13.108;7.254
16.013;10.819
24.037;11.66
20.56;11.853
19.107;5.599
31.29;19.105
31.221;30.896
20.885;0.769
27.748;10.548
35.271;6.879
17.91;8.086
19.279;4.251
9.812;5.658
18.06;5.345
12.253;3.878
25.542;13.747
19.814;10.054
12.813;9.02
29.693;8.427
21.184;16.428
15.346;4.881
17.736;16.054
13.654;5.252
17.205;6.439
20.578;8.919
8.486;14.47
11.481;13.128
16.3;5.159
12.654;36.492
19.881;17.936
11.512;4.424
33.6;8.93
20.463;10.389
12.842;8.807
23.117;3.178
29.957;27.89
15.969;14.375
27.341;14.988
20.54;5.51
20.654;8.929
18.351;4.03
35.645;7.25
11.492;5.948
25.164;8.934
10.857;23.66
10.423;2.873
16.066;9.465
17.129;4.432
14.504;4.344
28.008;12.051
20.811;8.42
26.841;9.572
29.113;9.963
20.49;7.439
28.963;10.448
14.959;11.095
13.604;6.016
23.26;10.893
9.292;14.415
11.267;6.928
25.933;15.878
16.524;8.707
30.162;20.911
13.53;5.039
14.843;15.401
13.573;14.095
28.469;6.682
20.33;16.688
16.356;6.035
18.426;12.509
7.862;4.482
14.703;4.477
22.441;13.903
43.185;12.565
25.65;17.923
16.66;10.772
20.015;11.616
15.088;10.324
9.556;2.631
13.866;11.889
24.238;15.139
20.24;11.838
24.636;9.094
10.673;11.412
24.032;7.609
17.468;9.687
21.702;10.312
23.536;11.126
19.656;9.696
32.577;16.1
24.637;12.091
31.852;12.917
18.388;12.176
15.648;5.088
14.075;10.753
28.766;15.529
16.526;13.424
24.172;15.106
34.418;12.113
20.898;4.217
26.459;13.771
10.462;4.341
13.692;5.76
17.122;4.984
12.163;3.29
12.907;12.937
20.974;8.608
10.054;9.26
20.689;13.212
26.397;12.29
19.54;8.308
27.442;13.809
18.42;11.469
19.723;9.342
20.805;11.727
12.622;6.685
20.421;5.296
15.968;7.913
42.544;12.495
24.853;8.9
32.622;9.834
23.742;6.886
15.757;11.209
23.613;16.177
27.866;9.332
16.963;8.011
13.474;5.256
19.346;7.913
18.334;9.517
24.87;5.139
15.002;9.028
28.206;10.578
28.453;5.152
14.94;3.318
21.776;21.436
16.075;5.384
6.529;0.958
22.042;7.522
18.326;7.663
26.101;15.794
17.506;6.974
27.252;8.101
15.146;8.746
16.434;14.905
23.93;6.472
18.986;8.034
23.582;12.832
29.966;10.99
9.865;6.128
24.777;8.631
29.1;8.439
12.505;12.604
15.411;12.29
14.266;6.122
26.251;10.333
25.552;10.936
17.241;9.893
24.829;18.916
24.532;12.486
17.691;12.105
8.365;5.477
28.936;8.614
17.372;10.711
23.171;3.589
8.434;11.389
12.792;2.261
25.321;6.258
9.289;3.969
30.333;18.407
18.193;9.226
32.404;13.225
22.765;11.172
15.889;7.848
13.415;0.097
15.694;9.923
26.48;15.6
20.302;21.961
12.202;13.198
13.109;7.312
17.024;9.587
23.857;14.773
32.825;6.763
14.46;9.374
20.278;4.52
30.065;12.065
20.52;6.008
22.973;7.718
21.977;8.222
13.798;10.007
11.873;3.334
39.581;9.667
13.497;8.261
13.402;6.568
35.068;6.671
20.424;10.264
9.5;6.691
15.468;9.228
26.049;11.505
8.015;4.792
13.806;12.335
15.913;12.176
23.529;10.421
21.008;6.085
16.117;8.835
22.859;8.044
53.119;9.472
22.122;10.075
34.279;9.342
16.293;15.064
19.55;7.243
20.929;13.7
25.969;26.173
45.529;19.94
17.431;6.012
33.028;7.1
18.925;14.534
13.2;1.676
21.741;10.052
25.463;12.311
33.592;28.084
37.979;14.837
18.673;18.321
18.71;10.618
24.583;8.798
27.817;31.791
12.767;7.028
15.04;10.506
23.375;12.644
13.318;13.099
14.945;9.334
20.384;11.655
29.068;9.06
17.267;21.027
15.024;3.194
22.525;13.711
17.61;6.101
17.92;6.383
25.845;7.683
14.072;3.889
16.639;7.772
10.99;6.794
19.163;8.899
18.881;6.61
14.685;5.641
19.756;12.375
20.305;12.984
26.923;18.027
26.78;14.815
20.796;10.221
17.679;5.554
8.822;5.86
19.988;10.939
22.841;9.462
14.742;8.095
20.121;20.417
41.038;20.155
13.908;5.411
11.201;6.656
11.682;6.677
9.704;8.55
30.592;12.041
7.297;18.508
11.245;5.755
21.606;15.834
10.895;7.323
23.212;11.924
40.254;11.689
12.245;24.13
18.788;7.069
15.099;8.144
15.633;8.673
37.948;23.411
24.12;7.17
33.452;15.719
17.233;5.861
15.917;0.393
23.002;20.682
9.205;2.967
10.584;3.953
27.617;15.73
13.078;18.604
15.594;8.432
9.423;6.781
21.295;34.592
26.287;8.409
19.413;8.463
30.887;15.583
16.734;3.616
10.759;5.703
8.324;3.489
17.224;9.281
3.615;0.906
15.49;4.173
13.839;25.038
15.288;5.888
12.297;8.254
15.067;4.122
21.328;17.395
29.178;6.365
38.017;13.788
19.211;9.524
14.492;7.299
20.465;10.372
16.437;4.567
26.548;11.053
17.062;8.658
16.912;8.302
14.595;13.148
20.563;9.944
15.533;8.834
15.117;10.093
16.321;8.29
18.999;8.722
14.903;7.795
5.085;1.713
11.877;3.992
33.989;16.994
21.91;6.157
21.363;8.755
18.884;12.802
21.476;7.609
16.287;4.332
16.779;7.658
13.322;9.087
24.533;5.912
28.535;15.608
15.124;9.406
24.599;15.345
6.292;3.253
20.668;6.38
16.92;9.703
12.137;9.524
24.751;54.807
20.579;12.047
16.39;13.142
23.233;9.269
27.485;10.218
39.764;8.575
19.027;14.299
26.022;12.537
23.937;6.499
13.742;14.994
20.488;18.128
17.967;6.576
9.939;4.087
20.955;15.264
17.307;11.959
10.89;8.372
22.138;13.871
29.15;9.46
19.971;7.507
18.566;8.181
18.977;13.903
15.668;9.022
19.893;7.513
30.965;13.459
34.937;17.922
23.256;22.827
15.278;7.835
18.497;12.516
14.484;4.459
18.055;15.41
19.615;9.073
20.313;10.472
22.982;13.394
18.306;10.331
20.526;8.525
17.945;11.525
39.803;16.391
19.572;4.871
27.778;10.206
16.537;7.403
14.673;10.694
14.38;8.263
21.057;12.043
22.542;14.682
11.501;6.814
18.589;11.186
15.759;9.17
17.883;15.182
7.158;6.16
22.727;11.313
28.827;8.826
21.279;13.327
22.571;12.194
23.068;21.097
13.405;11.956
15.289;5.435
25.247;10.504
14.47;8.468
11.18;5.481
18.042;10.856
28.847;10.502
34.744;16.153
18.071;13.62
8.426;6.309
13.963;48.184
19.473;10.187
21.741;6.07
27.158;5.822
12.145;9.235
12.241;4.483
19.934;2.098
3.712;0
22.789;21.562
22.822;13.167
15.254;5
26.91;5.864
36.357;11.769
28.019;9.121
28.553;14.128
20.601;16.116
27.068;6.198
11.351;3.869
27.464;25.997
14.902;12.74
13.714;5.898
16.903;7.998
8.594;16.6
23.438;16.293
16.039;4.242
19.786;7.784
34.323;13.719
14.555;18.301
18.452;28.336
11.272;4.308
15.651;8.481
21.098;3.462
15.134;6.116
12.385;4.123
12.328;6.72
25.675;5.695
23.684;8.112
10.931;3.489
21.892;13.216
15.288;9.674
19.151;15.847
19.038;23.996
11.363;15.911
13.31;8.577
23.523;8.229
17.963;14.237
27.653;12.58
18.335;9.04
16.879;6.794
19.786;8.005
14.403;18.246
10.989;5.114
16.808;6.742
44.483;27.042
19.007;9.587
14.119;7.78
16.711;7.784
17.386;9.631
18.902;8.387
5.888;2.674
4.405;1.986
12.278;13.972
19.752;7.145
18.025;13.731
23.531;34.1
18.949;10.207
19.104;5.297
23.538;8.014
20.278;8.754
29.448;13.464
31.539;19.941
17.212;8.648
10.395;1.874
17.466;14.084
9.542;5.896
21.15;6.234
14.211;6.986
8.692;5.509
32.823;19.099
15.135;6.486
19.691;17.638
24.181;37.082
21.083;11.45
32.456;8.717
29.415;12.377
14.397;10.492
24.113;12.965
26.313;13.819
17.05;11.768
26.716;27.494
15.303;5.961
12.026;3.705
11.82;4.744
18.004;9.209
18.297;11.767
24.587;11.172
20.235;14.053
22.667;8.205
19.51;15.114
36.493;5.743
19.172;6.909
11.788;5.993
15.797;5.773
17.113;7.274
18.897;5.913
17.453;6.982
34.852;17.08
15.962;8.954
24.421;8.554
15.857;7.17
18.454;15.478
8.373;2.121
17.729;5.578
21.821;14.116
14.664;9.408
14.279;6.373
15.037;8.555
21.873;11.796
33.088;15.639
8.22;2.954
16.946;5.55
14.767;4.836
23.474;9.431
22.33;5.974
23.934;9.79
14.436;10.352
17.695;13.975
15.088;9.883
25.677;9.55
9.875;5.62
8.711;6.884
11.239;13.076
17.073;3.959
28.375;15.998
20.201;20.035
13.012;4.206
19.458;17.477
22.001;20.078
46.106;12.347
18.699;7.277
11.404;3.775
24.338;10.877
11.575;3.28
25.707;10.371
17.567;8.638
19.238;9.433
15.23;11.434
16.552;6.473
25.046;9.926
13.464;7.851
30.953;6.746
19.653;11.331
20.173;12.7
21.398;6.293
6.359;0.529
20.368;14.025
25.754;7.392
15.716;8.399
14.321;10.313
49.339;10.273
15.661;6.902
30.384;7.765
18.914;8.559
25.543;5.431
15.392;7.473
26.538;9.575
19.221;12.875
19.256;6.245
20.21;7.702
16.645;6.576
15.731;6.02
23.431;10.546
10.781;3.069
22.189;13.798
17.179;10.4
13.868;8.181
32.498;3.905
33.441;10.023
9.934;3.568
20.619;4.433
13.846;8.914
25.467;14.172
13.117;27.911
22.989;10.869
19.99;15.046
15.131;7.278
8.992;14.271
7.581;9.299
36.052;10.562
29.795;21.391
17.434;2.483
22.64;12.283
17.714;9.625
21.181;13.972
40.521;58.158
29.677;12.065
17.548;32.62
12.07;8.895
9.202;5.535
17.625;7.26
36.205;4.343
31.25;21.023
33.251;16.178
28.845;14.011
31.605;9.15
17.141;2.744
13.499;6.859
28.314;7.064
15.973;11.219
16.161;4.563
24.313;18.912
16.485;11.55
20.567;10.131
14.64;9.531
9.973;4.886
20.715;18.603
18.819;16
18.207;13.677
25.485;11.002
24.997;11.458
23.748;0.552
15.381;7.909
38.547;18.396
9.374;15.428
19.043;16.788
27.212;7.438
13.355;5.476
14.445;12.192
22.781;10.321
22.978;13.467
36.639;6.649
10.475;3.455
10.685;8.172
11.606;7.891
14.214;7.883
24.464;12.733
23.444;10.747
20.757;6.065
17.948;8.867
25.038;14.219
12.525;6.528
18.134;7.192
27.831;11.156
19.663;10.716
23.092;11.914
12.004;8.05
19.015;17.154
12.961;6.241
19.907;7.448
27.413;7.328
19.334;9.123
7.717;3.119
31.053;11.158
24.192;15.156
27.074;8.205
10.363;10.322
20.697;7.038
19.603;7.549
21.711;12.308
22.913;17.58
23.812;15.338
13.974;7.361
30.363;8.082
14.154;5.228
17.776;5.083
37.805;5.644
10.343;14.97
16.579;9.528
16.763;11.977
13.876;10.993
8.453;2.586
22.779;7.097
17.937;13.16
21.983;7.401
11.937;7.952
19.982;12.789
19.448;10.92
19.983;9.639
21.204;9.062
31.31;15.445
18.062;9.611
14.681;5.798
36.335;12.026
18.672;10.645
13.347;37.947
26.615;8.197
24.932;12.823
16.309;2.854
23.357;12.36
14.341;9.81
18.989;23.503
26.606;7.515
14.36;8.192
11.744;7.882
11.239;3.013
10.122;2.866
23.898;15.844
16.586;2.634
13.882;6.684
15.059;4.319
19.061;13.016
29.948;7.8
30.68;13.307
13.55;5.126
30.007;12.16
25.257;4.672
16.881;8.534
0.186;0.01
19.293;27.029
14.773;10.427
21.825;8.199
14.979;7.185
44.143;14.207
9.723;3.387
27.313;8.725
16.875;20.309
23.299;16.76
18.332;9.561
20.565;10.873
9.875;23.258
51.327;23.468
18.302;15.513
19.702;12.169
10.909;8.188
16.351;8.865
15.925;11.872
13.833;7.88
26.617;9.013
15.821;4.307
19.993;13.678
17.488;7.711
16.812;8.32
18.153;20.153
20.391;5.466
18.222;11.433
18.358;20.239
20.491;22.91
28.176;13.627
15.347;7.689
12.625;5.095
23.757;24.336
10.601;16.338
35.834;29.997
11.514;8.36
18.941;5.652
26.812;16.087
54.357;7.523
13.164;4.703
18.674;9.482
29.689;12.891
21.16;7.84
37.913;19.259
18.475;8.884
27.235;10.948
31.4;7.284
18.26;11.803
14.302;12.039
31.58;19.001
13.648;1.258
10.754;11.903
27.208;26.373
22.074;17.297
27.388;21.061
26.832;22.663
22.172;13.596
19.032;11.507
14.936;4.613
17.014;19.414
24.232;14.265
14.881;6.136
24.545;9.064
19.323;6.178
19.662;9.944
14.721;11.097
14.297;9.451
19.579;20.613
10.204;6.927
14.153;7.496
17.526;28.027
